flight_id,date,terminal,aircraft_type,arrival_time,departure_time,turnaround_time_min,delay_minutes,total_workload_minutes,risk_flag
FL025566,01/01/2024,T2,Narrow Body,9:34:00 PM,10:25:00 PM,51,15,274,Normal
FL025567,01/01/2024,T1,Narrow Body,1:57:00 PM,4:15:00 PM,138,20,463,High Risk
FL025568,01/01/2024,T1,Wide Body,11:34:00 PM,1:29:00 AM,115,5,697,Normal
FL025569,01/01/2024,T3,Wide Body,7:56:00 AM,9:53:00 AM,117,0,611,Normal
FL025570,01/01/2024,T3,Narrow Body,7:16:00 PM,8:06:00 PM,50,30,624,High Risk
FL025571,01/01/2024,T1,Narrow Body,6:47:00 PM,7:53:00 PM,66,20,520,High Risk
FL025572,01/01/2024,T3,Wide Body,5:25:00 PM,7:00:00 PM,95,5,836,Normal
FL025573,01/01/2024,T1,Narrow Body,3:22:00 PM,4:56:00 PM,94,20,505,High Risk
FL025574,01/01/2024,T1,Wide Body,1:05:00 AM,3:14:00 AM,129,0,523,Normal
FL025575,01/01/2024,T1,Wide Body,4:29:00 PM,6:16:00 PM,107,0,435,Normal
FL025576,01/01/2024,T2,Wide Body,11:17:00 PM,12:31:00 AM,74,5,278,Normal
FL025577,01/01/2024,T3,Wide Body,4:24:00 AM,6:01:00 AM,97,0,749,Normal
FL025578,01/01/2024,T3,Narrow Body,5:53:00 PM,7:48:00 PM,115,0,490,Normal
FL025579,01/01/2024,T1,Wide Body,8:15:00 PM,9:34:00 PM,79,10,725,Normal
FL025580,01/01/2024,T3,Narrow Body,8:14:00 PM,10:07:00 PM,113,15,427,Normal
FL025581,01/01/2024,T3,Wide Body,5:18:00 PM,5:58:00 PM,40,0,453,Normal
FL025582,01/01/2024,T3,Narrow Body,9:42:00 PM,11:16:00 PM,94,0,825,Normal
FL025583,01/01/2024,T3,Narrow Body,9:27:00 PM,10:47:00 PM,80,10,676,Normal
FL025584,01/01/2024,T2,Wide Body,12:12:00 PM,1:10:00 PM,58,10,802,Normal
FL025585,01/01/2024,T3,Wide Body,1:54:00 PM,3:28:00 PM,94,15,679,Normal
FL025586,01/01/2024,T1,Narrow Body,5:06:00 AM,5:52:00 AM,46,0,853,Normal
FL025587,01/01/2024,T2,Narrow Body,8:07:00 PM,8:55:00 PM,48,0,309,Normal
FL025588,01/01/2024,T3,Wide Body,5:58:00 AM,6:36:00 AM,38,30,692,High Risk
FL025589,01/01/2024,T3,Narrow Body,3:53:00 AM,6:12:00 AM,139,0,816,Normal
FL025590,01/01/2024,T3,Narrow Body,1:54:00 PM,2:35:00 PM,41,0,349,Normal
FL025591,01/01/2024,T3,Wide Body,1:14:00 PM,3:00:00 PM,106,15,814,Normal
FL025592,01/01/2024,T3,Wide Body,8:12:00 AM,10:01:00 AM,109,5,522,Normal
FL025593,01/01/2024,T2,Narrow Body,4:29:00 AM,5:25:00 AM,56,20,392,High Risk
FL025594,01/01/2024,T1,Wide Body,11:45:00 AM,1:24:00 PM,99,0,544,Normal
FL025595,01/01/2024,T1,Wide Body,7:08:00 AM,9:14:00 AM,126,30,706,High Risk
FL025596,01/01/2024,T3,Wide Body,2:42:00 PM,5:01:00 PM,139,0,496,Normal
FL025597,01/01/2024,T3,Narrow Body,8:10:00 PM,9:23:00 PM,73,20,648,High Risk
FL025598,01/01/2024,T3,Narrow Body,11:42:00 PM,12:54:00 AM,72,0,704,Normal
FL025599,01/01/2024,T2,Wide Body,9:38:00 PM,11:54:00 PM,136,30,726,High Risk
FL025600,01/01/2024,T3,Wide Body,5:32:00 PM,6:17:00 PM,45,20,456,High Risk
FL025601,01/01/2024,T3,Wide Body,12:42:00 PM,2:53:00 PM,131,5,968,Normal
FL025602,01/01/2024,T1,Wide Body,3:33:00 PM,4:53:00 PM,80,0,774,Normal
FL025603,01/01/2024,T3,Narrow Body,12:08:00 AM,1:44:00 AM,96,0,476,Normal
FL025604,01/01/2024,T2,Wide Body,8:06:00 PM,10:14:00 PM,128,0,490,Normal
FL025605,01/01/2024,T3,Narrow Body,9:39:00 PM,10:38:00 PM,59,10,452,Normal
FL025606,01/01/2024,T3,Wide Body,2:05:00 PM,3:23:00 PM,78,5,779,Normal
FL025607,01/01/2024,T1,Narrow Body,7:39:00 PM,8:45:00 PM,66,10,335,Normal
FL025608,01/01/2024,T3,Narrow Body,6:26:00 PM,7:58:00 PM,92,30,579,High Risk
FL025609,01/01/2024,T2,Narrow Body,6:13:00 AM,6:52:00 AM,39,10,672,Normal
FL025610,01/01/2024,T3,Wide Body,3:48:00 PM,5:39:00 PM,111,5,457,Normal
FL025611,01/01/2024,T1,Wide Body,3:43:00 AM,5:41:00 AM,118,10,550,Normal
FL025612,01/01/2024,T1,Wide Body,4:25:00 PM,6:44:00 PM,139,0,580,Normal
FL025613,01/01/2024,T1,Wide Body,7:08:00 PM,7:56:00 PM,48,0,388,Normal
FL025614,01/01/2024,T3,Narrow Body,5:43:00 PM,8:02:00 PM,139,30,519,High Risk
FL025615,01/01/2024,T1,Wide Body,7:17:00 PM,7:56:00 PM,39,30,563,High Risk
FL025616,01/01/2024,T2,Narrow Body,10:11:00 AM,11:52:00 AM,101,0,486,Normal
FL025617,01/01/2024,T3,Wide Body,2:36:00 AM,4:08:00 AM,92,0,485,Normal
FL025618,01/01/2024,T2,Narrow Body,2:49:00 PM,4:22:00 PM,93,10,372,Normal
FL025619,01/01/2024,T3,Narrow Body,4:23:00 AM,5:46:00 AM,83,5,665,Normal
FL025620,01/01/2024,T1,Narrow Body,12:27:00 PM,2:15:00 PM,108,0,794,Normal
FL025621,01/01/2024,T1,Wide Body,3:07:00 AM,4:17:00 AM,70,0,627,Normal
FL025622,01/01/2024,T3,Narrow Body,12:15:00 AM,1:18:00 AM,63,0,246,Normal
FL025623,01/01/2024,T2,Narrow Body,2:00:00 PM,3:17:00 PM,77,20,344,High Risk
FL025624,01/01/2024,T1,Narrow Body,4:56:00 AM,5:40:00 AM,44,10,667,Normal
FL025625,01/01/2024,T2,Wide Body,9:45:00 AM,10:27:00 AM,42,10,924,Normal
FL025626,01/01/2024,T2,Narrow Body,1:22:00 PM,3:13:00 PM,111,0,753,Normal
FL025627,01/01/2024,T3,Narrow Body,10:09:00 PM,11:25:00 PM,76,0,514,Normal
FL025628,01/01/2024,T2,Wide Body,8:18:00 AM,9:55:00 AM,97,30,891,High Risk
FL025629,01/01/2024,T3,Narrow Body,4:37:00 AM,6:15:00 AM,98,15,410,Normal
FL025630,01/01/2024,T3,Wide Body,3:29:00 PM,5:44:00 PM,135,15,594,Normal
FL025631,01/01/2024,T3,Narrow Body,11:40:00 AM,2:00:00 PM,140,0,744,Normal
FL025632,01/01/2024,T3,Narrow Body,11:08:00 AM,12:17:00 PM,69,30,450,High Risk
FL025633,01/01/2024,T3,Narrow Body,10:32:00 AM,11:58:00 AM,86,20,392,High Risk
FL025634,01/01/2024,T2,Wide Body,10:16:00 AM,11:54:00 AM,98,0,666,Normal
FL025635,01/01/2024,T1,Wide Body,12:43:00 PM,2:36:00 PM,113,10,366,Normal
FL025636,01/01/2024,T3,Narrow Body,12:26:00 AM,2:30:00 AM,124,5,620,Normal
FL025637,01/01/2024,T1,Narrow Body,1:18:00 PM,3:07:00 PM,109,15,432,Normal
FL025638,01/01/2024,T2,Narrow Body,11:08:00 PM,12:00:00 AM,52,20,764,High Risk
FL025639,01/01/2024,T3,Narrow Body,10:11:00 AM,11:25:00 AM,74,20,322,High Risk
FL025640,01/01/2024,T1,Narrow Body,4:45:00 AM,5:43:00 AM,58,10,778,Normal
FL025641,01/01/2024,T3,Wide Body,12:48:00 PM,2:31:00 PM,103,5,790,Normal
FL025642,01/01/2024,T3,Wide Body,5:51:00 PM,7:51:00 PM,120,10,554,Normal
FL025643,01/01/2024,T3,Narrow Body,4:59:00 PM,6:31:00 PM,92,20,333,High Risk
FL025644,01/01/2024,T3,Narrow Body,1:06:00 AM,2:14:00 AM,68,15,440,Normal
FL025645,01/01/2024,T2,Wide Body,3:59:00 PM,5:04:00 PM,65,10,803,Normal
FL025646,01/01/2024,T3,Narrow Body,11:45:00 AM,12:53:00 PM,68,0,626,Normal
FL025647,01/01/2024,T1,Wide Body,10:38:00 AM,12:04:00 PM,86,30,396,High Risk
FL025648,01/01/2024,T3,Narrow Body,1:32:00 AM,3:21:00 AM,109,30,640,High Risk
FL025649,01/01/2024,T1,Narrow Body,4:29:00 AM,6:16:00 AM,107,0,262,Normal
FL025650,01/01/2024,T3,Narrow Body,7:12:00 AM,8:02:00 AM,50,5,594,Normal
FL025651,01/01/2024,T3,Narrow Body,12:18:00 PM,1:39:00 PM,81,0,509,Normal
FL025652,01/01/2024,T1,Narrow Body,11:24:00 PM,1:25:00 AM,121,0,547,Normal
FL025653,01/01/2024,T3,Wide Body,7:53:00 AM,8:49:00 AM,56,10,715,Normal
FL025654,01/01/2024,T2,Wide Body,5:38:00 AM,7:17:00 AM,99,10,622,Normal
FL025655,01/01/2024,T2,Wide Body,8:43:00 AM,10:36:00 AM,113,20,496,High Risk
FL025656,01/01/2024,T3,Wide Body,10:33:00 PM,12:33:00 AM,120,0,394,Normal
FL025657,01/01/2024,T2,Wide Body,10:07:00 AM,11:05:00 AM,58,30,478,High Risk
FL025658,01/01/2024,T2,Wide Body,8:55:00 PM,10:00:00 PM,65,0,604,Normal
FL025659,01/01/2024,T2,Narrow Body,7:40:00 PM,9:11:00 PM,91,0,586,Normal
FL025660,01/01/2024,T3,Wide Body,8:43:00 AM,9:27:00 AM,44,10,624,Normal
FL025661,01/01/2024,T2,Wide Body,6:02:00 AM,8:22:00 AM,140,0,864,Normal
FL025662,01/01/2024,T1,Narrow Body,8:05:00 PM,8:57:00 PM,52,0,472,Normal
FL025663,01/01/2024,T2,Narrow Body,2:56:00 AM,4:50:00 AM,114,0,326,Normal
FL025664,01/01/2024,T1,Narrow Body,6:25:00 PM,7:43:00 PM,78,10,704,Normal
FL025665,01/01/2024,T2,Narrow Body,3:38:00 PM,4:25:00 PM,47,30,1018,High Risk
FL025666,01/01/2024,T3,Wide Body,12:52:00 PM,1:58:00 PM,66,20,352,High Risk
FL025667,01/01/2024,T2,Narrow Body,5:54:00 PM,8:13:00 PM,139,0,609,Normal
FL025668,01/01/2024,T1,Narrow Body,9:44:00 AM,11:04:00 AM,80,10,606,Normal
FL025669,01/01/2024,T1,Wide Body,4:07:00 PM,5:05:00 PM,58,20,398,High Risk
FL025670,01/01/2024,T1,Wide Body,7:37:00 PM,8:58:00 PM,81,0,359,Normal
FL025671,01/01/2024,T3,Wide Body,6:21:00 AM,7:17:00 AM,56,5,764,Normal
FL025672,01/01/2024,T3,Wide Body,6:11:00 AM,7:35:00 AM,84,0,346,Normal
FL025673,01/01/2024,T2,Wide Body,7:32:00 AM,9:47:00 AM,135,15,509,Normal
FL025674,01/01/2024,T3,Narrow Body,9:59:00 PM,11:38:00 PM,99,5,388,Normal
FL025675,01/01/2024,T3,Wide Body,12:25:00 PM,1:22:00 PM,57,0,668,Normal
FL025676,01/01/2024,T2,Wide Body,4:28:00 PM,5:56:00 PM,88,15,490,Normal
FL025677,01/01/2024,T1,Wide Body,7:17:00 PM,7:59:00 PM,42,5,423,Normal
FL025678,01/01/2024,T3,Wide Body,7:45:00 PM,9:50:00 PM,125,30,425,High Risk
FL025679,01/01/2024,T2,Narrow Body,12:17:00 AM,1:29:00 AM,72,5,487,Normal
FL025680,01/01/2024,T2,Narrow Body,9:37:00 AM,10:12:00 AM,35,10,842,Normal
FL025681,01/01/2024,T1,Wide Body,2:21:00 AM,4:10:00 AM,109,15,473,Normal
FL025682,01/01/2024,T3,Narrow Body,6:17:00 PM,8:35:00 PM,138,30,482,High Risk
FL025683,01/01/2024,T3,Narrow Body,1:01:00 AM,2:58:00 AM,117,0,472,Normal
FL025684,01/01/2024,T3,Narrow Body,1:53:00 PM,4:08:00 PM,135,20,636,High Risk
FL025685,01/01/2024,T2,Narrow Body,7:16:00 AM,8:41:00 AM,85,0,294,Normal
FL025686,01/01/2024,T1,Narrow Body,7:52:00 AM,9:57:00 AM,125,0,772,Normal
FL025687,01/01/2024,T3,Wide Body,3:34:00 PM,4:18:00 PM,44,15,541,Normal
FL025688,01/01/2024,T2,Wide Body,5:32:00 AM,6:16:00 AM,44,0,611,Normal
FL025689,01/01/2024,T3,Wide Body,11:59:00 AM,1:22:00 PM,83,5,371,Normal
FL025690,01/01/2024,T1,Wide Body,11:19:00 AM,1:19:00 PM,120,0,484,Normal
FL025691,01/01/2024,T1,Wide Body,7:19:00 PM,7:59:00 PM,40,30,277,High Risk
FL025692,01/01/2024,T3,Wide Body,12:19:00 PM,1:31:00 PM,72,0,282,Normal
FL025693,01/01/2024,T3,Wide Body,3:42:00 AM,5:32:00 AM,110,30,667,High Risk
FL025694,01/01/2024,T2,Narrow Body,11:22:00 AM,1:38:00 PM,136,5,428,Normal
FL025695,01/01/2024,T3,Narrow Body,5:34:00 PM,7:05:00 PM,91,5,345,Normal
FL025696,01/01/2024,T2,Wide Body,6:14:00 AM,7:17:00 AM,63,0,575,Normal
FL025697,01/01/2024,T1,Narrow Body,1:46:00 AM,3:19:00 AM,93,30,747,High Risk
FL025698,01/01/2024,T2,Wide Body,5:09:00 AM,7:04:00 AM,115,15,527,Normal
FL025699,01/01/2024,T3,Narrow Body,12:54:00 PM,1:52:00 PM,58,0,211,Normal
FL025700,01/01/2024,T1,Narrow Body,4:40:00 AM,5:32:00 AM,52,20,484,High Risk
FL025701,01/01/2024,T1,Wide Body,9:04:00 PM,10:16:00 PM,72,20,308,High Risk
FL025702,01/01/2024,T1,Wide Body,4:46:00 AM,6:17:00 AM,91,20,744,High Risk
FL025703,01/01/2024,T2,Narrow Body,9:12:00 AM,10:53:00 AM,101,30,409,High Risk
FL025704,01/01/2024,T2,Narrow Body,10:21:00 PM,12:01:00 AM,100,15,511,Normal
FL025705,01/01/2024,T2,Wide Body,6:30:00 PM,8:32:00 PM,122,0,583,Normal
FL025706,01/01/2024,T2,Narrow Body,7:09:00 AM,9:12:00 AM,123,0,343,Normal
FL025707,01/01/2024,T2,Wide Body,2:11:00 PM,3:02:00 PM,51,30,447,High Risk
FL025708,01/01/2024,T3,Narrow Body,9:32:00 PM,11:12:00 PM,100,5,677,Normal
FL025709,01/01/2024,T1,Narrow Body,7:11:00 PM,8:55:00 PM,104,15,336,Normal
FL025710,01/01/2024,T1,Narrow Body,1:13:00 PM,2:05:00 PM,52,0,664,Normal
FL025711,01/01/2024,T2,Wide Body,12:49:00 PM,2:11:00 PM,82,0,616,Normal
FL025712,01/01/2024,T2,Wide Body,4:21:00 AM,5:12:00 AM,51,20,635,High Risk
FL025713,01/01/2024,T3,Narrow Body,9:27:00 PM,11:25:00 PM,118,30,276,High Risk
FL025714,01/01/2024,T2,Wide Body,7:20:00 PM,8:04:00 PM,44,20,810,High Risk
FL025715,01/01/2024,T3,Wide Body,8:32:00 PM,9:44:00 PM,72,0,868,Normal
FL025716,01/01/2024,T2,Wide Body,2:59:00 AM,3:56:00 AM,57,30,519,High Risk
FL025717,01/01/2024,T3,Wide Body,8:03:00 AM,10:00:00 AM,117,0,632,Normal
FL025718,01/01/2024,T2,Narrow Body,3:39:00 PM,5:16:00 PM,97,15,585,Normal
FL025719,01/01/2024,T2,Narrow Body,3:29:00 PM,4:59:00 PM,90,20,265,High Risk
FL025720,01/01/2024,T3,Narrow Body,5:11:00 AM,5:56:00 AM,45,15,900,Normal
FL025721,01/01/2024,T3,Wide Body,8:34:00 PM,9:27:00 PM,53,0,374,Normal
FL025722,01/01/2024,T1,Wide Body,12:57:00 PM,2:59:00 PM,122,0,311,Normal
FL025723,01/01/2024,T2,Wide Body,11:53:00 PM,12:51:00 AM,58,0,485,Normal
FL025724,01/01/2024,T1,Narrow Body,5:37:00 PM,6:28:00 PM,51,10,623,Normal
FL025725,01/01/2024,T2,Wide Body,12:04:00 PM,1:38:00 PM,94,0,238,Normal
FL025726,01/01/2024,T3,Narrow Body,9:52:00 PM,11:50:00 PM,118,0,444,Normal
FL025727,01/01/2024,T2,Narrow Body,1:27:00 AM,2:51:00 AM,84,15,444,Normal
FL025728,01/01/2024,T2,Wide Body,5:00:00 PM,6:00:00 PM,60,0,727,Normal
FL025729,01/01/2024,T3,Wide Body,10:51:00 AM,11:54:00 AM,63,15,486,Normal
FL025730,01/01/2024,T1,Narrow Body,12:13:00 PM,1:31:00 PM,78,20,1023,High Risk
FL025731,01/01/2024,T2,Narrow Body,3:15:00 AM,3:59:00 AM,44,10,832,Normal
FL025732,01/01/2024,T3,Wide Body,11:18:00 PM,12:27:00 AM,69,0,604,Normal
FL025733,01/01/2024,T1,Narrow Body,8:22:00 AM,10:20:00 AM,118,10,615,Normal
FL025734,01/01/2024,T2,Narrow Body,8:33:00 PM,9:34:00 PM,61,20,680,High Risk
FL025735,01/01/2024,T3,Narrow Body,3:20:00 AM,4:18:00 AM,58,0,405,Normal
FL025736,01/01/2024,T2,Narrow Body,4:29:00 PM,6:44:00 PM,135,0,863,Normal
FL025737,01/01/2024,T3,Narrow Body,10:43:00 PM,12:10:00 AM,87,20,380,High Risk
FL025738,01/01/2024,T1,Wide Body,2:10:00 AM,3:08:00 AM,58,20,651,High Risk
FL025739,01/01/2024,T3,Wide Body,7:47:00 PM,8:28:00 PM,41,20,332,High Risk
FL025740,01/01/2024,T2,Wide Body,10:13:00 AM,11:47:00 AM,94,0,563,Normal
FL025741,01/01/2024,T2,Wide Body,9:35:00 PM,10:30:00 PM,55,10,575,Normal
FL025742,01/01/2024,T2,Wide Body,5:46:00 PM,7:00:00 PM,74,5,624,Normal
FL025743,01/01/2024,T2,Narrow Body,12:44:00 AM,2:28:00 AM,104,0,584,Normal
FL025744,01/01/2024,T1,Narrow Body,10:57:00 PM,1:01:00 AM,124,0,427,Normal
FL025745,01/01/2024,T1,Narrow Body,2:40:00 AM,3:49:00 AM,69,5,667,Normal
FL025746,01/01/2024,T2,Narrow Body,9:01:00 AM,11:18:00 AM,137,30,388,High Risk
FL025747,01/01/2024,T1,Narrow Body,12:28:00 PM,1:04:00 PM,36,0,720,Normal
FL025748,01/01/2024,T2,Wide Body,8:00:00 AM,8:53:00 AM,53,0,454,Normal
FL025749,01/01/2024,T1,Narrow Body,8:05:00 AM,9:09:00 AM,64,10,478,Normal
FL025750,01/01/2024,T2,Wide Body,11:45:00 PM,1:01:00 AM,76,5,734,Normal
FL025751,01/01/2024,T3,Narrow Body,7:13:00 AM,8:50:00 AM,97,30,691,High Risk
FL025752,01/01/2024,T2,Narrow Body,12:07:00 AM,1:50:00 AM,103,0,558,Normal
FL025753,01/01/2024,T3,Wide Body,7:59:00 PM,9:43:00 PM,104,0,298,Normal
FL025754,01/01/2024,T3,Wide Body,9:36:00 AM,11:33:00 AM,117,30,456,High Risk
FL025755,01/01/2024,T1,Narrow Body,6:02:00 AM,6:48:00 AM,46,5,524,Normal
FL025756,01/01/2024,T3,Narrow Body,5:57:00 AM,6:32:00 AM,35,15,750,Normal
FL025757,01/01/2024,T2,Wide Body,8:37:00 AM,9:31:00 AM,54,0,817,Normal
FL025758,01/01/2024,T3,Wide Body,12:31:00 AM,1:15:00 AM,44,10,652,Normal
FL025759,01/01/2024,T2,Narrow Body,2:35:00 PM,4:19:00 PM,104,30,758,High Risk
FL025760,01/01/2024,T1,Wide Body,11:23:00 AM,12:52:00 PM,89,0,517,Normal
FL025761,01/01/2024,T1,Wide Body,10:32:00 AM,12:36:00 PM,124,15,434,Normal
FL025762,01/01/2024,T2,Wide Body,8:37:00 AM,10:49:00 AM,132,0,665,Normal
FL025763,01/01/2024,T2,Narrow Body,4:12:00 AM,6:17:00 AM,125,15,387,Normal
FL025764,01/01/2024,T1,Wide Body,10:06:00 PM,12:08:00 AM,122,10,338,Normal
FL025765,01/01/2024,T2,Narrow Body,7:33:00 AM,8:27:00 AM,54,15,422,Normal
FL025766,01/01/2024,T3,Narrow Body,1:47:00 AM,3:58:00 AM,131,20,340,High Risk
FL025767,01/01/2024,T3,Narrow Body,7:02:00 AM,8:28:00 AM,86,5,278,Normal
FL025768,01/01/2024,T1,Wide Body,12:58:00 PM,2:43:00 PM,105,30,671,High Risk
FL025769,01/01/2024,T1,Narrow Body,1:06:00 PM,2:11:00 PM,65,0,748,Normal
FL025770,01/01/2024,T3,Wide Body,4:51:00 PM,5:41:00 PM,50,5,617,Normal
FL025771,01/01/2024,T1,Narrow Body,6:33:00 PM,8:40:00 PM,127,30,580,High Risk
FL025772,01/01/2024,T1,Wide Body,11:48:00 AM,1:51:00 PM,123,0,486,Normal
FL025773,01/01/2024,T2,Narrow Body,6:45:00 PM,9:03:00 PM,138,10,389,Normal
FL025774,01/01/2024,T3,Wide Body,9:45:00 AM,10:41:00 AM,56,20,344,High Risk
FL025775,01/01/2024,T2,Wide Body,12:10:00 AM,1:12:00 AM,62,0,645,Normal
FL025776,01/01/2024,T2,Narrow Body,10:34:00 PM,11:18:00 PM,44,20,671,High Risk
FL025777,01/01/2024,T3,Wide Body,6:59:00 AM,9:05:00 AM,126,15,561,Normal
FL025778,01/01/2024,T1,Narrow Body,10:12:00 PM,11:40:00 PM,88,15,436,Normal
FL025779,01/01/2024,T3,Narrow Body,10:48:00 AM,12:43:00 PM,115,0,456,Normal
FL025780,01/01/2024,T3,Wide Body,10:13:00 AM,10:57:00 AM,44,0,478,Normal
FL025781,01/01/2024,T2,Wide Body,12:56:00 AM,3:15:00 AM,139,30,600,High Risk
FL025782,01/01/2024,T1,Wide Body,6:07:00 AM,7:47:00 AM,100,0,577,Normal
FL025783,01/01/2024,T3,Narrow Body,9:35:00 AM,11:52:00 AM,137,30,422,High Risk
FL025784,01/01/2024,T3,Narrow Body,2:22:00 AM,3:05:00 AM,43,0,442,Normal
FL025785,01/01/2024,T1,Wide Body,12:49:00 PM,1:54:00 PM,65,30,583,High Risk
FL025786,01/01/2024,T2,Narrow Body,7:19:00 PM,8:02:00 PM,43,10,479,Normal
FL025787,01/01/2024,T3,Wide Body,4:53:00 AM,6:10:00 AM,77,30,202,High Risk
FL025788,01/01/2024,T1,Narrow Body,10:20:00 PM,11:39:00 PM,79,0,437,Normal
FL025789,01/01/2024,T2,Wide Body,11:00:00 PM,1:16:00 AM,136,10,458,Normal
FL025790,01/01/2024,T1,Wide Body,5:30:00 AM,7:24:00 AM,114,15,710,Normal
FL025791,01/01/2024,T2,Narrow Body,8:56:00 AM,11:13:00 AM,137,20,788,High Risk
FL025792,01/01/2024,T2,Wide Body,11:04:00 PM,1:16:00 AM,132,30,598,High Risk
FL025793,01/01/2024,T1,Narrow Body,10:48:00 AM,11:59:00 AM,71,30,705,High Risk
FL025794,01/01/2024,T3,Wide Body,5:39:00 AM,6:19:00 AM,40,10,558,Normal
FL025795,01/01/2024,T1,Narrow Body,12:09:00 AM,1:14:00 AM,65,0,1032,Normal
FL025796,01/01/2024,T3,Wide Body,11:00:00 AM,12:20:00 PM,80,0,555,Normal
FL025797,01/01/2024,T1,Narrow Body,3:45:00 AM,4:59:00 AM,74,20,888,High Risk
FL025798,01/01/2024,T3,Wide Body,4:03:00 PM,6:05:00 PM,122,5,694,Normal
FL025799,01/01/2024,T1,Narrow Body,6:32:00 AM,7:24:00 AM,52,0,563,Normal
FL025800,01/01/2024,T1,Wide Body,9:24:00 PM,10:00:00 PM,36,15,578,Normal
FL025801,01/01/2024,T1,Narrow Body,5:16:00 AM,7:36:00 AM,140,0,731,Normal
FL025802,01/01/2024,T1,Narrow Body,3:16:00 AM,4:20:00 AM,64,0,822,Normal
FL025803,01/01/2024,T1,Wide Body,9:42:00 AM,11:51:00 AM,129,10,428,Normal
FL025804,01/01/2024,T3,Narrow Body,2:25:00 AM,3:35:00 AM,70,30,513,High Risk
FL025805,01/01/2024,T3,Narrow Body,3:48:00 AM,5:26:00 AM,98,5,400,Normal
FL025806,01/01/2024,T3,Narrow Body,8:13:00 AM,10:11:00 AM,118,0,330,Normal
FL025807,01/01/2024,T2,Narrow Body,12:39:00 PM,1:39:00 PM,60,20,617,High Risk
FL025808,01/01/2024,T3,Narrow Body,3:19:00 AM,5:38:00 AM,139,0,420,Normal
FL025809,01/01/2024,T2,Wide Body,6:34:00 AM,8:02:00 AM,88,0,482,Normal
FL025810,01/01/2024,T2,Narrow Body,1:55:00 AM,3:28:00 AM,93,0,530,Normal
FL025811,01/01/2024,T3,Wide Body,10:36:00 PM,11:19:00 PM,43,0,485,Normal
FL025812,01/01/2024,T1,Wide Body,1:47:00 PM,2:36:00 PM,49,0,313,Normal
FL025813,01/01/2024,T1,Narrow Body,10:55:00 PM,11:58:00 PM,63,5,505,Normal
FL025814,01/01/2024,T1,Wide Body,6:53:00 AM,8:59:00 AM,126,15,360,Normal
FL025815,01/01/2024,T1,Wide Body,4:05:00 AM,6:06:00 AM,121,5,327,Normal
FL025816,01/01/2024,T1,Wide Body,5:01:00 AM,6:35:00 AM,94,10,434,Normal
FL025817,01/01/2024,T1,Wide Body,10:57:00 PM,12:51:00 AM,114,20,689,High Risk
FL025818,01/01/2024,T1,Wide Body,9:21:00 PM,10:36:00 PM,75,0,799,Normal
FL025819,01/01/2024,T1,Narrow Body,7:12:00 AM,8:32:00 AM,80,20,480,High Risk
FL025820,01/01/2024,T2,Wide Body,7:42:00 PM,9:17:00 PM,95,20,427,High Risk
FL025821,01/01/2024,T2,Wide Body,4:38:00 AM,6:00:00 AM,82,5,662,Normal
FL025822,01/01/2024,T1,Narrow Body,4:33:00 AM,6:37:00 AM,124,10,533,Normal
FL025823,01/01/2024,T2,Wide Body,7:21:00 AM,9:21:00 AM,120,0,378,Normal
FL025824,01/01/2024,T2,Narrow Body,7:17:00 PM,8:48:00 PM,91,10,693,Normal
FL025825,01/01/2024,T2,Narrow Body,10:21:00 AM,11:07:00 AM,46,0,386,Normal
FL025826,01/01/2024,T3,Narrow Body,4:33:00 PM,5:16:00 PM,43,0,548,Normal
FL025827,01/01/2024,T1,Wide Body,12:45:00 AM,2:17:00 AM,92,0,506,Normal
FL025828,01/01/2024,T3,Narrow Body,6:32:00 PM,7:26:00 PM,54,20,411,High Risk
FL025829,01/01/2024,T3,Wide Body,10:27:00 PM,11:07:00 PM,40,0,586,Normal
FL025830,01/01/2024,T1,Narrow Body,11:14:00 PM,11:56:00 PM,42,0,340,Normal
FL025831,01/01/2024,T3,Wide Body,2:11:00 PM,4:25:00 PM,134,10,735,Normal
FL025832,01/01/2024,T1,Wide Body,4:52:00 PM,7:07:00 PM,135,0,486,Normal
FL025833,01/01/2024,T2,Wide Body,12:58:00 PM,1:44:00 PM,46,0,614,Normal
FL025834,01/01/2024,T3,Wide Body,5:28:00 PM,7:08:00 PM,100,10,309,Normal
FL025835,01/01/2024,T2,Wide Body,7:41:00 AM,8:29:00 AM,48,30,305,High Risk
FL025836,01/01/2024,T1,Narrow Body,10:32:00 PM,12:28:00 AM,116,15,452,Normal
FL025837,01/01/2024,T1,Narrow Body,4:46:00 AM,6:57:00 AM,131,0,411,Normal
FL025838,01/01/2024,T1,Wide Body,8:31:00 PM,9:14:00 PM,43,20,454,High Risk
FL025839,01/01/2024,T2,Wide Body,8:58:00 PM,10:49:00 PM,111,15,639,Normal
FL025840,01/01/2024,T3,Wide Body,9:12:00 PM,10:18:00 PM,66,30,710,High Risk
FL025841,01/01/2024,T2,Wide Body,10:10:00 PM,11:45:00 PM,95,5,612,Normal
FL025842,01/01/2024,T3,Wide Body,1:58:00 AM,3:19:00 AM,81,0,579,Normal
FL025843,01/01/2024,T1,Wide Body,2:34:00 AM,4:37:00 AM,123,30,700,High Risk
FL025844,01/01/2024,T2,Wide Body,4:21:00 PM,5:09:00 PM,48,0,473,Normal
FL025845,01/01/2024,T1,Narrow Body,1:57:00 PM,4:04:00 PM,127,0,1178,Normal
